	trees_s0.1_r3_scale10.0_rep5.variants.tsv
summarized	[('Other', 0.9999999999999899)]
lineages	auto.L.1 L L.1XL.2_high_1 auto.L.1.1 auto.L.5.1
abundances	0.34415449 0.29486701 0.18404477 0.09784690 0.07908682
resid	3.105202440302019e-12
coverage	100.0
