	trees_s0.3_r5_scale1.0_rep1.variants.tsv
summarized	[('Other', 0.9999999999999968)]
lineages	auto.L.1.2 auto.L.2.1 auto.L.2.1.1
abundances	0.56566883 0.33531552 0.09901565
resid	1.7740549531102976e-12
coverage	100.0
