	trees_s0.7_r5_scale0.01_rep3.variants.tsv
summarized	[('Other', 0.999999999977096)]
lineages	auto.L.1.1.1 auto.L.1.1.1.1 L
abundances	0.48051166 0.48051166 0.03897668
resid	1.1671027007756244e-10
coverage	100.0
