	trees_s0.9_r1_scale0.01_rep3.variants.tsv
summarized	[('Other', 0.99999999999908)]
lineages	L.1XL.1.1.1_high_1 L auto.L.1.4 L.1.1XL.1.2.2_low_1
abundances	0.63422361 0.20341407 0.14450463 0.01785769
resid	3.982053783804148e-12
coverage	100.0
