	trees_s1.0_r1_scale0.01_rep4.variants.tsv
summarized	[('Other', 0.9999999999299414)]
lineages	L.1XL.1.1_high_1 auto.L.1.3
abundances	0.85357137 0.14642863
resid	1.0848196711017883e-10
coverage	100.0
