	trees_s0.9_r1_scale0.01_rep4.variants.tsv
summarized	[('Other', 0.9999999999960283)]
lineages	L.1.2XL.1.2.2_high_1 auto.L.1.3
abundances	0.95608513 0.04391487
resid	6.197629298277385e-12
coverage	100.0
