	trees_s0.7_r5_scale0.001_rep5.variants.tsv
summarized	[('Other', 0.999999999999477)]
lineages	L.1.1.1.1XL.1.1.2.1_high_1 auto.L.1.1.2.1 auto.L.1.2 auto.L.1.1.3 auto.L.1.1.2.3 auto.L.1.1.2.2 auto.L.1.1.2 auto.L.1.1.1.1 auto.L.1.1.1 auto.L.1.1 auto.L.1 L.1.1.1.1XL.1.1.2.1_low_1 L
abundances	0.42395166 0.06519303 0.04644139 0.04644139 0.04644139 0.04644139 0.04644139 0.04644139 0.04644139 0.04644139 0.04644139 0.04644139 0.04644139
resid	1.5713804168833867e-12
coverage	100.0
