	trees_s0.9_r1_scale0.1_rep4.variants.tsv
summarized	[('Other', 0.9999999999999153)]
lineages	auto.L.1 L.1.1XL.1.4_low_1 L.1.1.1XL.1.3_high_1 L.1.2XL.1.2.2_high_1
abundances	0.48610143 0.27990620 0.17030547 0.06368689
resid	2.5968172431626784e-12
coverage	100.0
