	trees_s0.9_r1_scale10.0_rep5.variants.tsv
summarized	[('Other', 0.9999999999999929)]
lineages	auto.L.1.4 auto.L.1.1.1 L.1XL.1.1_high_1 L.1XL.1.2.1_low_1 auto.L.1.1
abundances	0.55559062 0.21457106 0.16045196 0.03734104 0.03204532
resid	3.648892783435769e-12
coverage	100.0
