	trees_s0.2_r4_scale1.0_rep5.variants.tsv
summarized	[('Other', 0.9999999999999997)]
lineages	auto.L.1 auto.L.2.2
abundances	0.53581700 0.46418300
resid	1.1212471227734294e-13
coverage	100.0
