	trees_s0.5_r4_scale10.0_rep4.variants.tsv
summarized	[('Other', 0.999999999999991)]
lineages	auto.L.1.3 auto.L.1.2 L
abundances	0.63574303 0.19616182 0.16809515
resid	2.228090998476943e-12
coverage	100.0
