	trees_s0.2_r4_scale0.001_rep1.variants.tsv
summarized	[('Other', 0.9999999997342708)]
lineages	auto.L.2 L.2.1.1XL.3_high_1 auto.L.2.2
abundances	0.50962802 0.24879504 0.24157694
resid	2.9041597046063574e-10
coverage	100.0
